,xtf_id,Nummer,Bezeichnung,BetrieblicheBezeichnung,Laenge,Kantenhoehe,Gueltigkeit_BeginnGueltigkeit,Gueltigkeit_EndeGueltigkeit,Gueltigkeit_Stand,rHaltestelle,E,N,H,Name
1978,ch14uvag00263472,ch:1:sloid:71860:0:363528,,02,,,20260327,,20260412,ch14uvag00043844,2536929.0,1197869.0,0,"Couvet, Sentier Plancemont"
1979,ch14uvag00273424,ch:1:sloid:71849:0:985067,E,02,,,20260327,,20260412,ch14uvag00054487,2561643.0,1205143.0,0,"Neuchâtel, gare sud"
1981,ch14uvag00262529,ch:1:sloid:71863:0:360934,,02,,,20260327,,20260412,ch14uvag00051786,2536017.0,1199058.0,0,"Les Sagnettes, anc. poste"
1982,ch14uvag00272643,ch:1:sloid:71865:0:16310,,01,,,20260327,,20260412,ch14uvag00051788,2536411.0,1200387.0,0,"Les Sagnettes, ch. Chenailleta"
1983,ch14uvag00272642,ch:1:sloid:71876:0:355041,,02,,,20260327,,20260412,ch14uvag00051186,2531170.0,1200300.0,0,"Le Brouillet, anc. poste"
1984,ch14uvag00259050,ch:1:sloid:71878:0:709358,,01,,,20260327,,20260412,ch14uvag00039667,2532389.0,1201588.0,0,"Bémont NE, restaurant"
1985,ch14uvag00270900,ch:1:sloid:71898:0:75100,,02,,,20260327,,20260412,ch14uvag00050481,2573790.11051,1213315.7715,0,"La Neuveville, La Main"
1986,ch14uvag00262519,ch:1:sloid:71874:0:786692,,02,,,20260327,,20260412,ch14uvag00051206,2530457.0,1198518.0,0,"Le Cernil NE, restaurant"
1987,ch14uvag00259052,ch:1:sloid:71879:0:152137,,01,,,20260327,,20260412,ch14uvag00039668,2532887.0,1201894.0,0,"Bémont NE, sur-le-Pont"
1988,ch14uvag00378703,ch:1:sloid:747:0:1001,C,03,,,20260327,,20260412,ch14uvag00043272,2561486.0,1121191.0,0,"Choëx, Massillon"
1989,ch14uvag00237684,ch:1:sloid:1645:0:50383,,01,,,20260327,,20260412,ch14uvag00056705,2627929.0,1128047.0,0,Raron (Talstation Unterbäch)
1990,ch14uvag00232934,ch:1:sloid:76172::50,,50,,,20220207,,20260412,ch14uvag00041685,2692186.0,1257513.0,0,"Breite bei Nürensdorf, Grünenwaldstrasse"
1991,ch14uvag00283293,ch:1:sloid:72712::2,,02,,,20250107,,20260412,ch14uvag00060263,2631109.99362,1230263.97064,0,"St. Urban, Sonnhalden"
1992,ch14uvag00383541,ch:1:sloid:11487:0:1,,01,,,20241215,,20260412,ch14uvag00383293,2689200.0,1222189.0,0,"Oberägeri, Winzrüti"
1993,ch14uvag00272645,ch:1:sloid:71825:0:588709,,01,,,20260327,,20260412,ch14uvag00050407,2544862.0,1208130.0,0,"La Chaux-du-Milieu, P-Chaux"
1994,ch14uvag00272546,ch:1:sloid:71893:0:520305,,01,,,20260327,,20260412,ch14uvag00051750,2550162.0,1218061.0,0,"Les Planchettes, Sur-le-Ring"
1995,ch14uvag00359568,ch:1:sloid:71827:0:453792,,03,,,20260327,,20260412,ch14uvag00051306,2547811.08723,1211175.88086,0,"Le Locle, La Jaluse"
1996,ch14uvag00274358,ch:1:sloid:5793:0:425483,,03,,,20260327,,20260412,ch14uvag00053492,2707071.0,1094053.0,0,"Molinazzo di Monteggio, Posta"
1997,ch14uvag00273422,ch:1:sloid:71826:0:557952,,02,,,20260327,,20260412,ch14uvag00051270,2547367.0,1211664.0,0,"Le Locle, rue du Midi"
1998,ch14uvag00272640,ch:1:sloid:71877:0:637882,,02,,,20260327,,20260412,ch14uvag00051188,2531553.2867,1200873.46609,0,"Le Brouillet, Chez-Petoud"
1999,ch14uvag00258972,ch:1:sloid:71892:0:824469,,02,,,20260327,,20260412,ch14uvag00051749,2551640.0,1218853.0,0,"Les Planchettes, Le Dazenet"
2002,ch14uvag00230627,ch:1:sloid:76557:1:1,,12,,,19980101,,20260412,ch14uvag00061317,2614412.371,1178853.633,0,"Thun, Sternenplatz"
2004,ch14uvag00259609,ch:1:sloid:71873:0:561998,,02,,,20260327,,20260412,ch14uvag00051575,2531015.0,1198328.0,0,"Les Bayards, bif Place Jeannin"
2006,ch14uvag00253190,ch:1:sloid:3580::50,,50,,,20250321,,20260412,ch14uvag00061896,2676254.20837,1246877.15971,0,"Uitikon, Schlössli"
2007,ch14uvag00261701,ch:1:sloid:71899:0:615529,,02,,,20260327,,20260412,ch14uvag00056342,2575522.0,1215123.0,0,"Prêles, Louvain"
2008,ch14uvag00229394,ch:1:sloid:87017::10,C,10,,,20220207,,20260412,ch14uvag00055375,2699408.0,1262610.0,0,"Oberwinterthur, Bahnhof"
2009,ch14uvag00260832,ch:1:sloid:992:0:491939,,02,,,20260327,,20260412,ch14uvag00046493,2629607.0,1235977.0,0,"Fulenbach, Oberdorf"
2010,ch14uvag00226885,ch:1:sloid:7409:1:2,,12,,,19980101,,20260412,ch14uvag00047308,2616275.313,1178205.018,0,"Goldiwil, Scheidweg"
2011,ch14uvag00274022,ch:1:sloid:71658:0:835800,,01,,,20260327,,20260412,ch14uvag00057946,2602990.0,1182066.0,0,"Rüti b. R'berg, Unterplötsch"
2012,ch14uvag00260216,ch:1:sloid:71891:0:656688,,02,,,20260327,,20260412,ch14uvag00051706,2551915.0,1218708.0,0,"Les Joux-Derrière, La Grébille"
2013,ch14uvag00269246,ch:1:sloid:71651:0:681263,,02,,,20260327,,20260412,ch14uvag00042286,2603540.0,1182576.0,0,"Burgistein, Elbschen"
2014,ch14uvag00379910,ch:1:sloid:71902:0:5,,04,,,20260327,,20260412,ch14uvag00056338,2576552.80244,1216527.84495,0,"Prêles, collège"
2015,ch14uvag00261498,ch:1:sloid:71657:0:608606,,02,,,20260327,,20260412,ch14uvag00063431,2603749.0,1179778.0,0,"Wattenwil, Grundbach"
2016,ch14uvag00261698,ch:1:sloid:71903:0:605286,,01,,,20260327,,20260412,ch14uvag00050664,2576897.20331,1217919.15121,0,"Lamboing, Scierie"
2017,ch14uvag00260206,ch:1:sloid:71889:0:977159,,02,,,20260327,,20260412,ch14uvag00050320,2553880.0,1219399.0,0,"La Chaux-de-Fonds, Bassets-Cr"
2018,ch14uvag00259063,ch:1:sloid:71881:0:498613,,02,,,20260327,,20260412,ch14uvag00051797,2535029.0,1202613.0,0,"Les Taillères, Bout du Lac"
2019,ch14uvag00274098,ch:1:sloid:71659:0:400588,,02,,,20260327,,20260412,ch14uvag00057945,2602532.0,1181875.0,0,"Rüti b. R'berg, Plötsch"
2020,ch14uvag00379159,ch:1:sloid:4571:0:921630,,,,,20230811,,20260412,ch14uvag00050531,2570740.85194,1202821.37034,0,La Sauge (bateau)
2021,ch14uvag00227246,ch:1:sloid:81544::51,,51,,,20201213,,20260412,ch14uvag00062098,2696057.0,1244870.0,0,"Uster, Bildungszentrum"
2023,ch14uvag00233497,ch:1:sloid:91317::0,,0,,,20201213,,20260412,ch14uvag00065260,2682789.0,1246423.0,0,"Zürich, Rentenanstalt"
2024,ch14uvag00264453,ch:1:sloid:1960:0:448216,,01,,,20260327,,20260412,ch14uvag00052951,2639958.0,1099770.0,0,Mattmark
2025,ch14uvag00234763,ch:1:sloid:88553::50,,50,,,20201213,,20260412,ch14uvag00064893,2685483.0,1256370.0,0,"Zürich Flughafen, Fracht"
2026,ch14uvag00257141,ch:1:sloid:3981:0:85062,,02,,,20260327,,20260412,ch14uvag00061871,2720562.0,1233241.0,0,"Uetliburg SG, Birkenhalde"
2027,ch14uvag00227817,ch:1:sloid:231:0:12,,12,,,20190101,,20260412,ch14uvag00054443,2604197.175,1226276.771,0,"Nennigkofen, Rössli"
2028,ch14uvag00229157,ch:1:sloid:76265::52,,52,,,20201213,,20260412,ch14uvag00056779,2677771.0,1254224.0,0,"Regensdorf, Gemeindehaus"
2029,ch14uvag00253791,ch:1:sloid:76298::51,,51,,,20220610,,20260412,ch14uvag00063587,2698890.0,1267831.0,0,"Dinhard, Bahnhof/Welsikon"
2030,ch14uvag00257972,ch:1:sloid:71656:0:792518,,02,,,20260327,,20260412,ch14uvag00063428,2604019.0,1179825.0,0,"Wattenwil, Alpenblick"
2031,ch14uvag00261703,ch:1:sloid:71900:0:78363,,02,,,20260327,,20260412,ch14uvag00056339,2576632.0,1215818.0,0,"Prêles, gare"
2032,ch14uvag00270656,ch:1:sloid:71896:0:286381,,01,,,20260327,,20260412,ch14uvag00050479,2573901.0,1212503.0,0,"La Neuveville, poste"
2034,ch14uvag00268570,ch:1:sloid:71668:0:10984,,02,,,20260327,,20260412,ch14uvag00057141,2591134.0,1182000.0,0,"Riedstätt, ob dem Wald"
2035,ch14uvag00270675,ch:1:sloid:71674:0:588994,,02,,,20260327,,20260412,ch14uvag00053425,2593932.0,1183901.0,0,"Milken, Hofland"
2036,ch14uvag00274063,ch:1:sloid:71669:0:875202,,01,,,20260327,,20260412,ch14uvag00057142,2590935.0,1181411.0,0,"Riedstätt, Post"
2037,ch14uvag00268254,ch:1:sloid:71660:0:992185,,02,,,20260327,,20260412,ch14uvag00057944,2601394.0,1181348.0,0,"Rüti b. R'berg, Neuhaus"
2038,ch14uvag00274563,ch:1:sloid:71666:0:881048,,02,,,20260327,,20260412,ch14uvag00058944,2592078.0,1184335.0,0,"Schwarzenburg, Brüllen"
2041,ch14uvag00269801,ch:1:sloid:71653:0:187495,,01,,,20260327,,20260412,ch14uvag00042287,2605076.0,1181093.0,0,"Burgistein, Hohlenwegen"
2042,ch14uvag00274291,ch:1:sloid:71652:0:345284,,01,,,20260327,,20260412,ch14uvag00042284,2604793.0,1181471.0,0,"Burgistein, Badersmaad"
2043,ch14uvag00329549,ch:1:sloid:1210:0:1616,B,02,,,20260327,,20260412,ch14uvag00050963,2534867.0,1152785.0,0,"Lausanne, Bourdonnette"
2044,ch14uvag00274528,ch:1:sloid:71671:0:274505,,01,,,20260327,,20260412,ch14uvag00047977,2591588.0,1180156.0,0,"Guggisberg, Sand"
2045,ch14uvag00270676,ch:1:sloid:71673:0:727783,,01,,,20260327,,20260412,ch14uvag00058948,2592893.0,1185174.0,0,"Schwarzenburg, Milkenstrasse"
2046,ch14uvag00261522,ch:1:sloid:71678:0:940264,,01,,,20260327,,20260412,ch14uvag00057225,2593503.0,1180560.0,0,"Riffenmatt, Neuenmatt"
2047,ch14uvag00242525,ch:1:sloid:5852::315603,,03,,,20260327,,20260412,ch14uvag00041865,2698192.0,1108191.0,0,"Brissago, Posta"
2048,ch14uvag00268638,ch:1:sloid:71687:0:74772,,02,,,20260327,,20260412,ch14uvag00047972,2589945.0,1178977.0,0,"Guggisberg, Gehlismatt"
2049,ch14uvag00261533,ch:1:sloid:71672:0:578138,,02,,,20260327,,20260412,ch14uvag00057221,2592480.0,1179422.0,0,"Riffenmatt, Giebel"
2051,ch14uvag00261524,ch:1:sloid:71679:0:177463,,01,,,20260327,,20260412,ch14uvag00057226,2593538.0,1179980.0,0,"Riffenmatt, Schwendi"
2052,ch14uvag00261538,ch:1:sloid:71677:0:648591,,01,,,20260327,,20260412,ch14uvag00053426,2593672.0,1181767.0,0,"Milken, Steinern"
2053,ch14uvag00258809,ch:1:sloid:71697:0:727929,,01,,,20260327,,20260412,ch14uvag00057911,2597552.0,1182178.0,0,"Rüschegg Graben, Rütiplötsch"
2054,ch14uvag00258281,ch:1:sloid:71696:0:997799,,01,,,20260327,,20260412,ch14uvag00057912,2596805.0,1180612.0,0,"Rüschegg Heubach, Längenboden"
2055,ch14uvag00274467,ch:1:sloid:71695:0:72772,,02,,,20260327,,20260412,ch14uvag00057906,2595426.0,1181599.0,0,"Rüschegg Gambach, Bärenwart"
2056,ch14uvag00386927,ch:1:sloid:75935::81,,81,,,19781001,,20260412,ch14uvag00051418,2701162.93934,1253600.35856,0,Lendikon
2057,ch14uvag00268218,ch:1:sloid:71753:0:506639,,02,,,20260327,,20260412,ch14uvag00064335,2609925.0,1197102.0,0,"Worb, Wyden Schulhaus"
2058,ch14uvag00274148,ch:1:sloid:71749:0:123970,,01,,,20260327,,20260412,ch14uvag00041158,2614534.0,1197507.0,0,"Biglen, Bären"
2059,ch14uvag00270281,ch:1:sloid:71705:0:738043,,02,,,20260327,,20260412,ch14uvag00061341,2605725.0,1184729.0,0,"Thurnen, Bahnhof"
2060,ch14uvag00261800,ch:1:sloid:71704:0:363139,,02,,,20260327,,20260412,ch14uvag00054212,2605176.0,1184968.0,0,"Mühlethurnen, Adler"
2061,ch14uvag00268603,ch:1:sloid:71723:0:18596,C,03,,,20260327,,20260412,ch14uvag00064324,2609472.0,1197649.0,0,"Worb Dorf, Bahnhof"
2062,ch14uvag00274352,ch:1:sloid:71733:0:652846,,02,,,20260327,,20260412,ch14uvag00041418,2608205.0,1200227.0,0,"Boll-Utzigen, Bahnhof"
2063,ch14uvag00250719,ch:1:sloid:4005:0:18090,,01,,,20260327,,20260412,ch14uvag00221806,2554604.78107,1184714.22088,0,"Granges-de-Vesin, village"
2064,ch14uvag00266224,ch:1:sloid:3986:0:746313,,01,,,20260327,,20260412,ch14uvag00048423,2728306.0,1239960.0,0,"Heiterswil, alte Post"
2065,ch14uvag00252185,ch:1:sloid:4006:0:17986,,02,,,20260327,,20260412,ch14uvag00221953,2566579.58957,1176714.4154,0,"Chénens, Café"
2066,ch14uvag00249913,ch:1:sloid:77472:0:02,,02,,,20260327,,20260412,ch14uvag00059043,2691709.98692,1209055.39258,0,"Schwyz, Nietenbachstrasse"
2067,ch14uvag00233058,ch:1:sloid:87931::50,,50,,,20201213,,20260412,ch14uvag00040232,2709230.0,1247112.0,0,"Bauma, Holderbaum"
2068,ch14uvag00386935,ch:1:sloid:90159:0:1872,"Ersatzhaltestelle Aarau, Wöschnauring",2,,,20260401,,20260412,ch14uvag00038412,2644879.60566,1248614.50997,0,"Aarau, Wöschnauring"
2069,ch14uvag00386925,ch:1:sloid:73044::3,,3,,,20260401,,20260412,ch14uvag00050013,2662966.48576,1209482.87599,0,"Kriens, Feldmühle"
2070,ch14uvag00282949,ch:1:sloid:2369::2,,02,,,20250107,,20260412,ch14uvag00064627,2638520.27283,1238454.91416,0,"Zofingen, Spital"
2071,ch14uvag00241154,ch:1:sloid:76917::769170,,0,,,20231210,,20260412,ch14uvag00048612,2619909.0,1226422.0,0,"Herzogenbuchsee, Bahnhof"
2073,ch14uvag00233277,ch:1:sloid:91440::21,,21,,,20201213,,20260412,ch14uvag00065387,2685231.0,1245159.0,0,"Zürich, Wonnebergstrasse"
2074,ch14uvag00235693,ch:1:sloid:82555:0:12,,12,,,20190722,,20260412,ch14uvag00040668,2595811.406,1197862.49,0,"Bern, Hüsliacker"
2075,ch14uvag00380383,ch:1:sloid:93764:0:1003,Z,26,,,20260123,,20260412,ch14uvag00038697,2563139.0,1130097.0,0,"Aigle, ch. des Lieugex"
2076,ch14uvag00228096,ch:1:sloid:76804:1:4,,11,,,20171210,,20260412,ch14uvag00061802,2607429.896,1177419.231,0,"Blumenstein, Secki"
2077,ch14uvag00253661,ch:1:sloid:2950::50,,50,,,20220610,,20260412,ch14uvag00041240,2675439.0,1245265.0,0,"Birmensdorf ZH, Zentrum"
2078,ch14uvag00261503,ch:1:sloid:71742:0:269381,,01,,,20260327,,20260412,ch14uvag00064332,2610593.0,1197460.0,0,"Worb, Lindhalde"
2080,ch14uvag00270994,ch:1:sloid:71770:0:655435,,01,,,20260327,,20260412,ch14uvag00039283,2615947.0,1199577.0,0,"Arni BE, Tanne"
2081,ch14uvag00264135,ch:1:sloid:72042:0:68047,,01,,,20260327,,20260412,ch14uvag00056266,2572466.29666,1251773.81759,0,"Porrentruy, ville"
2082,ch14uvag00262766,ch:1:sloid:82394:0:975858,,02,,,20260327,,20260412,ch14uvag00044263,2594035.0,1245788.0,0,"Delémont, Pont RDU"
2085,ch14uvag00227087,ch:1:sloid:90801::80,,80,,,20201213,,20260412,ch14uvag00058819,2674572.0,1249966.0,0,"Schlieren, Steinacker"
2086,ch14uvag00283250,ch:1:sloid:78772::1,,01,,,20250107,,20260412,ch14uvag00058305,2661481.98,1240829.65,0,"Sarmenstorf, Altersheim"
2087,ch14uvag00252957,ch:1:sloid:73545::50,,50,,,20220610,,20260412,ch14uvag00058185,2706163.0,1249215.0,0,"Saland, Laubberg"
2088,ch14uvag00232721,ch:1:sloid:76102::52,,52,,,20201213,,20260412,ch14uvag00042062,2704740.0,1236448.0,0,"Bubikon, Bahnhof"
2089,ch14uvag00229196,ch:1:sloid:94249::51,,51,,,20201213,,20260412,ch14uvag00040494,2690014.0,1246368.0,0,"Benglen, Langwis"
2090,ch14uvag00233231,ch:1:sloid:91218::11,,11,,,20240223,,20260412,ch14uvag00065161,2681780.0,1247616.0,0,"Zürich,Kalkbreite/Bhf.Wiedikon"
2091,ch14uvag00264120,ch:1:sloid:72041:0:23784,,02,,,20260327,,20260412,ch14uvag00056261,2572898.0,1252153.0,0,"Porrentruy, gare"
2092,ch14uvag00264113,ch:1:sloid:72047:0:353765,,01,,,20260327,,20260412,ch14uvag00056288,2568919.0,1253023.0,0,"Porrentruy, Varandin"
2093,ch14uvag00269976,ch:1:sloid:71763:0:942206,,02,,,20260327,,20260412,ch14uvag00058836,2613882.0,1196059.0,0,"Schlosswil, Unterführung"
2094,ch14uvag00274221,ch:1:sloid:71760:0:546879,,02,,,20260327,,20260412,ch14uvag00047841,2614966.0,1194814.0,0,"Grosshöchstetten, Bahnhof"
2095,ch14uvag00270858,ch:1:sloid:71769:0:18590,,02,,,20260327,,20260412,ch14uvag00055128,2616953.0,1200420.0,0,"Obergoldbach, Längacker"
2097,ch14uvag00260050,ch:1:sloid:72036:0:364936,,01,,,20260327,,20260412,ch14uvag00060418,2576917.0,1245384.0,0,"St-Ursanne, bif. sur Seleute"
2099,ch14uvag00253373,ch:1:sloid:3698::51,,51,,,20220610,,20260412,ch14uvag00041238,2676162.0,1245936.0,0,"Birmensdorf ZH, Untere Risi"
2102,ch14uvag00268302,ch:1:sloid:71756:0:579784,,02,,,20260327,,20260412,ch14uvag00058833,2612960.0,1195407.0,0,"Schlosswil, Kreuz"
2104,ch14uvag00263913,ch:1:sloid:72039:0:411492,,02,,,20260327,,20260412,ch14uvag00055394,2573575.0,1244471.0,0,"Ocourt, Moulin-du-Doubs"
2105,ch14uvag00260045,ch:1:sloid:72040:0:306021,,02,,,20260327,,20260412,ch14uvag00050474,2570994.0,1244335.0,0,La Motte
2106,ch14uvag00260040,ch:1:sloid:72038:0:261291,,01,,,20260327,,20260412,ch14uvag00060423,2574421.0,1245170.0,0,"St-Ursanne, Bellefontaine"
2107,ch14uvag00327306,ch:1:sloid:4010:2:2,2,02,,,20260327,,20260412,ch14uvag00050418,2541653.55926,1151568.00435,0,La Conversion
2108,ch14uvag00331035,ch:1:sloid:1991:0:02,,02,,,20260327,,20260412,ch14uvag00048046,2617184.0,1129959.0,0,"Guttet, Grächmatten"
2109,ch14uvag00249414,ch:1:sloid:5671:0:01,,01,,,20260327,,20260412,ch14uvag00046974,2682747.96808,1204996.24728,0,"Gersau, Schiffstation"
2110,ch14uvag00266463,ch:1:sloid:5693:0:836948,,01,,,20260327,,20260412,ch14uvag00064587,2614303.0,1110927.0,0,"Zinal, Pralong"
2111,ch14uvag00380231,ch:1:sloid:83333:0:653668,,,,,20230824,,20260412,ch14uvag00046216,2710541.6808,1267455.05145,0,"Frauenfeld, General-Weber-Str."
2112,ch14uvag00235206,ch:1:sloid:91406::80,,80,,,20201213,,20260412,ch14uvag00065353,2683477.0,1250016.0,0,"Zürich, Universität Irchel"
2115,ch14uvag00229565,ch:1:sloid:88552::11,M,11,,,20201213,,20260412,ch14uvag00064062,2696919.0,1261934.0,0,"Winterthur, Museumstrasse/HB"
2116,ch14uvag00253454,ch:1:sloid:87717::51,,51,,,20241220,,20260412,ch14uvag00038539,2694130.42255,1271001.60039,0,Adlikon b. Andelfingen
2117,ch14uvag00252373,ch:1:sloid:4008:0:18163,,02,,,20260327,,20260412,ch14uvag00222007,2571482.86538,1179734.8989,0,"Neyruz FR, village"
2120,ch14uvag00325557,ch:1:sloid:3470:0:126123,,Hemishofen Dorf_01,,,20230630,,20260412,ch14uvag00048447,2704572.0,1281755.0,0,"Hemishofen, Dorf"
2121,ch14uvag00263917,ch:1:sloid:72035:0:223214,,02,,,20260327,,20260412,ch14uvag00060424,2578308.31777,1245737.39528,0,"St-Ursanne, Le Tillot"
2122,ch14uvag00264166,ch:1:sloid:72067:0:897469,,01,,,20260327,,20260412,ch14uvag00044088,2559116.0,1246971.0,0,"Damvant, église"
2123,ch14uvag00256825,ch:1:sloid:72063:0:116312,,01,,,20260327,,20260412,ch14uvag00047529,2562283.0,1248996.0,0,"Grandfontaine, bas du village"
2124,ch14uvag00256664,ch:1:sloid:72061:0:453988,,01,,,20260327,,20260412,ch14uvag00047532,2562448.0,1249145.0,0,"Grandfontaine, poste"
2125,ch14uvag00287576,ch:1:sloid:89223:0:225218,,01,,,20230201,,20260412,ch14uvag00058621,2689543.64707,1285799.80015,0,"Schaffhausen, Talberg"
2126,ch14uvag00334222,ch:1:sloid:74310:0:02,B,02,,,20260327,,20260412,ch14uvag00046478,2753437.0,1234167.0,0,"Frümsen, Stig"
2127,ch14uvag00234459,ch:1:sloid:90697::51,,51,,,20201213,,20260412,ch14uvag00049849,2686183.0,1255658.0,0,"Kloten, Schluefweg"
2129,ch14uvag00259953,ch:1:sloid:72048:0:561987,,01,,,20260327,,20260412,ch14uvag00042221,2567537.0,1254220.0,0,"Bure, haut du village"
2130,ch14uvag00256735,ch:1:sloid:72033:0:798755,,01,,,20260327,,20260412,ch14uvag00059821,2587306.0,1239188.0,0,"Soulce, milieu du village"
2131,ch14uvag00259661,ch:1:sloid:2560:0:171864,,01,,,20260327,,20260412,ch14uvag00040548,2670487.0,1244874.0,0,"Berikon, Kirche"
2133,ch14uvag00233575,ch:1:sloid:91181::50,,50,,,20201213,,20260412,ch14uvag00065120,2685859.0,1251060.0,0,"Zürich, Heerenwiesen"
2135,ch14uvag00226458,ch:1:sloid:87989::50,,50,,,20220610,,20260412,ch14uvag00055749,2703023.0,1237995.0,0,"Ottikon (Gossau),Herschmettlen"
2136,ch14uvag00327282,ch:1:sloid:3401:1:1,1,819,,,20241121,,20260412,ch14uvag00047173,2681695.08309,1267028.76804,0,Glattfelden
2137,ch14uvag00379590,ch:1:sloid:10680:0:476135,A,01,,,20260303,,20260412,ch14uvag00254822,2603471.03154,1128509.12861,0,"Crans-Montana, Cocagne"
2139,ch14uvag00259948,ch:1:sloid:72050:0:634212,,02,,,20260327,,20260412,ch14uvag00042218,2567590.0,1255050.0,0,"Bure, Buratte"
2140,ch14uvag00326128,ch:1:sloid:71772::717723,A,03,,,20260327,,20260412,ch14uvag00064354,2617075.0,1217139.0,0,"Wynigen, Bahnhof"
2141,ch14uvag00256677,ch:1:sloid:72054:0:897593,,02,,,20260327,,20260412,ch14uvag00056275,2571353.0,1252168.0,0,"Porrentruy, Hôpital entrée"
2143,ch14uvag00259984,ch:1:sloid:72071:0:118464,,02,,,20260327,,20260412,ch14uvag00052278,2574556.0,1258877.0,0,"Lugnez, Union"
2144,ch14uvag00260002,ch:1:sloid:72080:0:529094,,02,,,20260327,,20260412,ch14uvag00041736,2569617.0,1248575.0,0,"Bressaucourt, poste"
2145,ch14uvag00266984,ch:1:sloid:70140:0:733212,,02,,,20260327,,20260412,ch14uvag00044780,2531060.0,1166942.0,0,"Eclépens, Cinq-Sous"
2146,ch14uvag00386366,ch:1:sloid:12012:1:2,,02,,,20251214,,20260412,ch14uvag00386046,2611482.0,1258641.0,0,"Aesch BL, Butthollen"
2147,ch14uvag00386353,ch:1:sloid:12003:1:2,,02,,,20251214,,20260412,ch14uvag00386039,2613262.0,1261848.0,0,"Arlesheim, Untere Weide"
2148,ch14uvag00256822,ch:1:sloid:72083:0:38448,,02,,,20260327,,20260412,ch14uvag00046124,2572934.0,1249782.0,0,"Fontenais, sur Les Rochets"
2149,ch14uvag00264148,ch:1:sloid:72108:0:337368,,02,,,20260327,,20260412,ch14uvag00045319,2572821.0,1241355.0,0,"Epiquerez, Montbion"
2150,ch14uvag00256666,ch:1:sloid:72072:0:786451,,01,,,20260327,,20260412,ch14uvag00052276,2574407.47605,1259284.94078,0,"Lugnez, Rauracienne"
2151,ch14uvag00256515,ch:1:sloid:72086:0:676230,,02,,,20260327,,20260412,ch14uvag00043794,2575917.0,1250599.0,0,"Courgenay, Pierre Percée"
2152,ch14uvag00259981,ch:1:sloid:72073:0:25620,,01,,,20260327,,20260412,ch14uvag00052277,2574826.0,1259570.0,0,"Lugnez, Terrain de football"
2153,ch14uvag00260048,ch:1:sloid:72103:0:776209,,01,,,20260327,,20260412,ch14uvag00053637,2578172.0,1244582.0,0,"Montenol, village"
2154,ch14uvag00236765,ch:1:sloid:5668::1,A,01,,,20260327,,20260412,ch14uvag00039428,2690773.22634,1190720.56221,0,"Attinghausen, Seilbahn"
2155,ch14uvag00273115,ch:1:sloid:5703:0:292156,,03,,,20260327,,20260412,ch14uvag00054378,2642622.0,1131160.0,0,"Naters, Bellavista"
2156,ch14uvag00264151,ch:1:sloid:72102:0:664090,,01,,,20260327,,20260412,ch14uvag00060425,2579413.0,1246198.0,0,"St-Ursanne, Lorette"
2158,ch14uvag00260036,ch:1:sloid:72109:0:118921,,01,,,20260327,,20260412,ch14uvag00045482,2572209.0,1241684.0,0,Essertfallon
2159,ch14uvag00259992,ch:1:sloid:72089:0:889858,,02,,,20260327,,20260412,ch14uvag00043690,2578865.0,1250917.0,0,"Cornol, bas du village"
2160,ch14uvag00259815,ch:1:sloid:72077:0:786109,,01,,,20260327,,20260412,ch14uvag00042167,2569182.0,1258832.0,0,"Buix, gare"
2161,ch14uvag00264101,ch:1:sloid:72078:0:158449,,01,,,20260327,,20260412,ch14uvag00056278,2571783.0,1251181.0,0,"Porrentruy, Mont Terri"
2164,ch14uvag00264097,ch:1:sloid:72094:0:561934,,01,,,20260327,,20260412,ch14uvag00039411,2582803.0,1250163.0,0,"Asuel, école"
2165,ch14uvag00260003,ch:1:sloid:72082:0:239128,,01,,,20260327,,20260412,ch14uvag00046125,2572908.0,1250433.0,0,"Fontenais,place de la Fontaine"
2166,ch14uvag00260061,ch:1:sloid:72093:0:413651,,02,,,20260327,,20260412,ch14uvag00056174,2582568.0,1251146.0,0,"Pleujouse, bas du village"
2168,ch14uvag00238857,ch:1:sloid:72111::1,,01,,,20260327,,20260412,ch14uvag00043338,2759358.98398,1191366.75625,0,"Chur, Gürtelstrasse"
2169,ch14uvag00263911,ch:1:sloid:72106:0:633229,,02,,,20260327,,20260412,ch14uvag00045305,2576601.0,1243679.0,0,"Epauvillers, bif. sur Le Péca"
2170,ch14uvag00260056,ch:1:sloid:72099:0:606595,,01,,,20260327,,20260412,ch14uvag00043104,2582294.0,1252429.0,0,"Charmoille, anc. poste"
2171,ch14uvag00327685,ch:1:sloid:1194:0:211131,1,01,,,20260327,,20260412,ch14uvag00051689,2531398.69028,1174814.36232,0,Les Granges (Orbe)
2173,ch14uvag00296895,ch:1:sloid:72113:0:353432,G,08,,,20260327,,20260412,ch14uvag00050863,2604797.00055,1251944.00116,0,"Laufen, Bahnhof"
2175,ch14uvag00263702,ch:1:sloid:72096:0:452486,,01,,,20260327,,20260412,ch14uvag00038782,2576611.0,1252676.0,0,"Alle, poste/gare"
2176,ch14uvag00261452,ch:1:sloid:72115:0:917604,,02,,,20260327,,20260412,ch14uvag00041691,2607647.0,1250708.0,0,"Breitenbach, Grien"
2177,ch14uvag00270802,ch:1:sloid:72118:0:306446,,01,,,20260327,,20260412,ch14uvag00045724,2610955.0,1249272.0,0,"Fehren, Steinenbühlhöhe"
